timestamp,top_3_beacons,room
2023-04-10 14:23:31+09:00,"[19, 4, 9]",cleaning
2023-04-10 14:23:32+09:00,"[19, 6, 4]",cleaning
2023-04-10 14:23:33+09:00,"[19, 4, 6]",cleaning
2023-04-10 14:23:34+09:00,"[4, 6, 9]",cleaning
2023-04-10 14:23:35+09:00,"[4, 9, 8]",cleaning
2023-04-10 14:23:36+09:00,"[20, 19, 18]",cleaning
2023-04-10 14:23:37+09:00,"[9, 8, 7]",cleaning
2023-04-10 14:23:38+09:00,"[9, 18, 8]",cleaning
2023-04-10 14:23:39+09:00,"[18, 9, 4]",cleaning
2023-04-10 14:23:40+09:00,"[9, 4, 19]",cleaning
2023-04-10 14:23:41+09:00,"[7, 18, 9]",cleaning
2023-04-10 14:23:42+09:00,"[9, 7, 18]",nurse station
2023-04-10 14:23:43+09:00,"[7, 9, 18]",nurse station
2023-04-10 14:23:44+09:00,"[19, 9, 7]",nurse station
2023-04-10 14:23:45+09:00,"[9, 7]",nurse station
2023-04-10 14:23:46+09:00,"[9, 7, 19]",nurse station
2023-04-10 14:23:47+09:00,"[19, 7, 9]",nurse station
2023-04-10 14:23:48+09:00,"[9, 7, 19]",nurse station
2023-04-10 14:23:49+09:00,"[9, 7, 4]",nurse station
2023-04-10 14:23:50+09:00,"[9, 7]",nurse station
2023-04-10 14:23:51+09:00,"[9, 7, 4]",nurse station
2023-04-10 14:23:52+09:00,"[7, 4, 19]",nurse station
2023-04-10 14:23:53+09:00,"[9, 4, 7]",nurse station
2023-04-10 14:23:54+09:00,"[9, 7, 4]",nurse station
2023-04-10 14:23:55+09:00,"[9, 4, 7]",nurse station
2023-04-10 14:23:56+09:00,"[9, 7, 4]",nurse station
2023-04-10 14:23:57+09:00,"[9, 7, 4]",nurse station
2023-04-10 14:23:58+09:00,"[7, 9]",nurse station
2023-04-10 14:23:59+09:00,"[9, 7]",nurse station
2023-04-10 14:24:00+09:00,"[9, 18, 7]",nurse station
2023-04-10 14:24:01+09:00,"[4, 9, 7]",nurse station
2023-04-10 14:24:02+09:00,"[5, 4, 19]",nurse station
2023-04-10 14:24:03+09:00,"[4, 5, 19]",nurse station
2023-04-10 14:24:04+09:00,"[9, 19, 18]",nurse station
2023-04-10 14:24:05+09:00,"[19, 5]",nurse station
2023-04-10 14:24:11+09:00,"[17, 3, 6]",hallway
2023-04-10 14:24:12+09:00,"[5, 16, 6]",hallway
2023-04-10 14:24:13+09:00,"[5, 3, 17]",hallway
2023-04-10 14:24:14+09:00,"[16, 3, 6]",hallway
2023-04-10 14:24:15+09:00,"[2, 3, 17]",hallway
2023-04-10 14:24:16+09:00,"[3, 2, 5]",hallway
2023-04-10 14:24:17+09:00,"[5, 17, 3]",hallway
2023-04-10 14:24:18+09:00,"[3, 2, 15]",hallway
2023-04-10 14:24:19+09:00,"[2, 16, 17]",hallway
2023-04-10 14:24:20+09:00,"[16, 15, 13]",hallway
2023-04-10 14:24:21+09:00,"[3, 17, 16]",hallway
2023-04-10 14:24:22+09:00,"[3, 13, 16]",hallway
2023-04-10 14:24:23+09:00,"[2, 17, 3]",hallway
2023-04-10 14:24:24+09:00,"[3, 1, 13]",hallway
2023-04-10 14:24:25+09:00,"[3, 2, 15]",hallway
2023-04-10 14:24:26+09:00,"[15, 16, 5]",hallway
2023-04-10 14:24:27+09:00,"[1, 13, 16]",hallway
2023-04-10 14:24:28+09:00,"[15, 2, 13]",hallway
2023-04-10 14:24:29+09:00,"[13, 15, 3]",hallway
2023-04-10 14:24:30+09:00,"[15, 13, 1]",hallway
2023-04-10 14:24:31+09:00,"[1, 16, 15]",501
2023-04-10 14:24:32+09:00,"[13, 1, 15]",501
2023-04-10 14:24:38+09:00,[13],501
2023-04-10 14:24:52+09:00,[15],501
2023-04-10 14:25:00+09:00,[1],501
2023-04-10 14:25:31+09:00,[15],501
2023-04-10 14:25:32+09:00,"[1, 13]",501
2023-04-10 14:25:33+09:00,[1],501
2023-04-10 14:25:34+09:00,[13],501
2023-04-10 14:25:35+09:00,[1],501
2023-04-10 14:25:36+09:00,[15],501
2023-04-10 14:25:37+09:00,[13],501
2023-04-10 14:25:38+09:00,[1],501
2023-04-10 14:25:39+09:00,[13],501
2023-04-10 14:25:42+09:00,[16],501
2023-04-10 14:25:43+09:00,[13],501
2023-04-10 14:25:44+09:00,"[13, 15]",501
2023-04-10 14:26:02+09:00,[13],501
2023-04-10 14:26:03+09:00,[15],501
2023-04-10 14:26:04+09:00,[15],501
2023-04-10 14:26:05+09:00,[15],501
2023-04-10 14:26:06+09:00,[13],501
2023-04-10 14:26:10+09:00,[15],501
2023-04-10 14:26:11+09:00,"[15, 13]",501
2023-04-10 14:26:12+09:00,"[16, 15]",501
2023-04-10 14:26:14+09:00,[15],501
2023-04-10 14:26:15+09:00,[1],501
2023-04-10 14:26:16+09:00,"[13, 15, 1]",501
2023-04-10 14:26:17+09:00,"[15, 2]",501
2023-04-10 14:26:18+09:00,"[15, 16, 13]",501
2023-04-10 14:26:19+09:00,"[15, 16]",501
2023-04-10 14:26:20+09:00,"[1, 3]",501
2023-04-10 14:26:21+09:00,"[13, 15, 16]",501
2023-04-10 14:26:22+09:00,"[15, 13, 3]",501
2023-04-10 14:26:23+09:00,"[15, 3, 13]",501
2023-04-10 14:26:24+09:00,"[15, 13, 1]",501
2023-04-10 14:26:25+09:00,"[15, 1, 16]",501
2023-04-10 14:26:26+09:00,"[15, 13, 1]",501
2023-04-10 14:26:27+09:00,"[1, 13, 15]",501
2023-04-10 14:26:28+09:00,"[15, 2]",501
2023-04-10 14:26:29+09:00,"[15, 13, 16]",501
2023-04-10 14:26:30+09:00,"[15, 1, 2]",501
2023-04-10 14:26:31+09:00,"[1, 3, 15]",501
2023-04-10 14:26:32+09:00,"[13, 1, 16]",501
2023-04-10 14:26:33+09:00,"[13, 1, 2]",501
2023-04-10 14:26:34+09:00,"[1, 13, 15]",501
2023-04-10 14:26:35+09:00,"[1, 16, 15]",501
2023-04-10 14:26:36+09:00,"[13, 16, 2]",501
2023-04-10 14:26:37+09:00,"[15, 13, 1]",501
2023-04-10 14:26:38+09:00,"[15, 13, 16]",501
2023-04-10 14:26:43+09:00,"[3, 2, 17]",hallway
2023-04-10 14:26:44+09:00,"[16, 5, 2]",hallway
2023-04-10 14:26:45+09:00,"[3, 5, 17]",hallway
2023-04-10 14:26:46+09:00,"[5, 16, 3]",hallway
2023-04-10 14:26:47+09:00,"[16, 5, 6]",hallway
2023-04-10 14:26:48+09:00,"[6, 5, 16]",hallway
2023-04-10 14:26:49+09:00,"[5, 16, 6]",hallway
2023-04-10 14:26:50+09:00,"[5, 6, 9]",hallway
2023-04-10 14:26:51+09:00,"[6, 9, 19]",hallway
2023-04-10 14:26:52+09:00,"[19, 5, 9]",hallway
2023-04-10 14:26:53+09:00,"[19, 4, 9]",hallway
2023-04-10 14:26:54+09:00,"[9, 19]",hallway
2023-04-10 14:26:55+09:00,"[9, 4]",hallway
2023-04-10 14:26:56+09:00,[4],hallway
2023-04-10 14:26:57+09:00,"[4, 9]",hallway
2023-04-10 14:26:58+09:00,"[4, 9]",hallway
2023-04-10 14:26:59+09:00,"[4, 9]",hallway
2023-04-10 14:27:00+09:00,"[4, 9, 18]",hallway
2023-04-10 14:27:04+09:00,"[6, 4, 16]",cafeteria
2023-04-10 14:27:05+09:00,"[4, 19, 6]",cafeteria
2023-04-10 14:27:06+09:00,"[4, 7, 9]",cafeteria
2023-04-10 14:27:07+09:00,[4],cafeteria
2023-04-10 14:27:08+09:00,[4],cafeteria
2023-04-10 14:27:09+09:00,"[4, 9, 5]",cafeteria
2023-04-10 14:27:10+09:00,[4],cafeteria
2023-04-10 14:27:11+09:00,"[6, 9, 19]",cafeteria
2023-04-10 14:27:12+09:00,"[9, 17, 3]",cafeteria
2023-04-10 14:27:15+09:00,[19],cleaning
2023-04-10 14:27:16+09:00,[19],cleaning
2023-04-10 14:27:17+09:00,[19],cleaning
2023-04-10 14:27:18+09:00,[19],cleaning
2023-04-10 14:27:19+09:00,[19],cleaning
2023-04-10 14:27:20+09:00,[19],cleaning
2023-04-10 14:27:21+09:00,"[19, 4, 9]",cleaning
2023-04-10 14:27:22+09:00,"[19, 4, 9]",cleaning
2023-04-10 14:27:23+09:00,"[4, 19]",cleaning
2023-04-10 14:27:24+09:00,"[19, 4, 9]",cleaning
2023-04-10 14:27:25+09:00,"[9, 4, 19]",cleaning
2023-04-10 14:27:26+09:00,"[9, 19, 4]",cleaning
2023-04-10 14:27:27+09:00,"[9, 4, 20]",cleaning
2023-04-10 14:27:33+09:00,"[18, 8, 11]",nurse station
2023-04-10 14:27:34+09:00,"[8, 21, 18]",nurse station
2023-04-10 14:27:35+09:00,"[9, 20, 21]",nurse station
2023-04-10 14:27:36+09:00,"[4, 20, 9]",nurse station
2023-04-10 14:27:37+09:00,"[18, 8, 4]",nurse station
2023-04-10 14:27:38+09:00,"[7, 18, 9]",nurse station
2023-04-10 14:27:39+09:00,"[7, 4]",nurse station
2023-04-10 14:27:40+09:00,"[8, 9, 18]",nurse station
2023-04-10 14:27:41+09:00,"[18, 9, 8]",nurse station
2023-04-10 14:27:42+09:00,"[18, 7, 8]",nurse station
2023-04-10 14:27:43+09:00,"[18, 4, 9]",nurse station
2023-04-10 14:27:44+09:00,"[9, 19, 4]",nurse station
2023-04-10 14:27:45+09:00,"[9, 4, 6]",nurse station
2023-04-10 14:27:46+09:00,"[4, 9, 7]",nurse station
2023-04-10 14:27:47+09:00,"[4, 9, 7]",nurse station
2023-04-10 14:27:48+09:00,"[4, 5]",nurse station
2023-04-10 14:27:49+09:00,[4],nurse station
2023-04-10 14:27:54+09:00,"[5, 6, 17]",hallway
2023-04-10 14:27:55+09:00,"[5, 16, 6]",hallway
2023-04-10 14:27:56+09:00,"[5, 2, 17]",hallway
2023-04-10 14:27:57+09:00,"[5, 17, 3]",hallway
2023-04-10 14:27:58+09:00,"[16, 17, 5]",hallway
2023-04-10 14:27:59+09:00,"[5, 17, 6]",hallway
2023-04-10 14:28:00+09:00,"[5, 6, 17]",hallway
2023-04-10 14:28:01+09:00,"[4, 6, 9]",hallway
2023-04-10 14:28:09+09:00,"[5, 19, 6]",506
2023-04-10 14:28:10+09:00,[19],506
2023-04-10 14:28:11+09:00,"[19, 6]",506
2023-04-10 14:28:12+09:00,"[19, 6, 9]",506
2023-04-10 14:28:13+09:00,"[19, 9, 6]",506
2023-04-10 14:28:14+09:00,"[19, 6, 5]",506
2023-04-10 14:28:15+09:00,"[6, 19, 5]",506
2023-04-10 14:28:16+09:00,"[6, 19, 14]",506
2023-04-10 14:28:17+09:00,[19],506
2023-04-10 14:28:18+09:00,[19],506
2023-04-10 14:28:19+09:00,[19],506
2023-04-10 14:28:21+09:00,[19],506
2023-04-10 14:28:22+09:00,[19],506
2023-04-10 14:28:24+09:00,[19],506
2023-04-10 14:28:26+09:00,[19],506
2023-04-10 14:28:27+09:00,[19],506
2023-04-10 14:28:28+09:00,"[19, 5]",506
2023-04-10 14:28:30+09:00,[6],506
2023-04-10 14:28:31+09:00,"[6, 5, 19]",506
2023-04-10 14:28:32+09:00,"[6, 19, 17]",506
2023-04-10 14:28:33+09:00,"[6, 17, 19]",506
2023-04-10 14:28:34+09:00,"[5, 19, 6]",506
2023-04-10 14:28:35+09:00,"[19, 9, 5]",506
2023-04-10 14:28:36+09:00,[19],506
2023-04-10 14:28:37+09:00,[19],506
2023-04-10 14:28:38+09:00,[6],506
2023-04-10 14:28:39+09:00,"[19, 6]",506
2023-04-10 14:28:40+09:00,"[9, 6, 5]",506
2023-04-10 14:28:41+09:00,"[19, 6, 5]",506
2023-04-10 14:28:42+09:00,"[6, 9, 5]",506
2023-04-10 14:28:43+09:00,"[9, 19, 6]",506
2023-04-10 14:28:44+09:00,"[19, 5, 6]",506
2023-04-10 14:28:45+09:00,"[19, 5, 6]",506
2023-04-10 14:28:46+09:00,"[6, 5]",506
2023-04-10 14:28:47+09:00,"[5, 6, 19]",506
2023-04-10 14:28:48+09:00,"[5, 19, 6]",506
2023-04-10 14:28:49+09:00,"[6, 19, 5]",506
2023-04-10 14:28:50+09:00,"[5, 19, 6]",506
2023-04-10 14:28:51+09:00,"[19, 6]",506
2023-04-10 14:28:52+09:00,"[19, 5, 6]",506
2023-04-10 14:28:53+09:00,"[19, 5, 6]",506
2023-04-10 14:28:54+09:00,"[19, 5]",506
2023-04-10 14:28:55+09:00,"[19, 5, 17]",506
2023-04-10 14:28:56+09:00,"[6, 19, 5]",506
2023-04-10 14:28:57+09:00,"[6, 19, 5]",506
2023-04-10 14:28:58+09:00,"[6, 19]",506
2023-04-10 14:28:59+09:00,"[6, 19]",506
2023-04-10 14:29:00+09:00,"[19, 16]",506
2023-04-10 14:29:01+09:00,"[6, 19]",506
2023-04-10 14:29:02+09:00,"[6, 19]",506
2023-04-10 14:29:03+09:00,"[19, 5]",506
2023-04-10 14:29:04+09:00,"[19, 16, 6]",506
2023-04-10 14:29:05+09:00,"[5, 19, 9]",506
2023-04-10 14:29:06+09:00,[19],506
2023-04-10 14:29:07+09:00,"[19, 6]",506
2023-04-10 14:29:19+09:00,[6],506
2023-04-10 14:29:20+09:00,"[19, 5, 9]",506
2023-04-10 14:29:21+09:00,"[6, 19]",506
2023-04-10 14:29:22+09:00,"[19, 6]",506
2023-04-10 14:29:23+09:00,"[9, 19, 5]",506
2023-04-10 14:29:24+09:00,"[5, 19, 6]",506
2023-04-10 14:29:25+09:00,"[6, 19, 5]",506
2023-04-10 14:29:26+09:00,"[6, 5, 9]",506
2023-04-10 14:29:27+09:00,"[4, 19, 9]",506
2023-04-10 14:29:28+09:00,"[19, 4]",506
2023-04-10 14:29:33+09:00,[19],cleaning
2023-04-10 14:29:34+09:00,[19],cleaning
2023-04-10 14:29:35+09:00,[19],cleaning
2023-04-10 14:29:36+09:00,[19],cleaning
2023-04-10 14:29:39+09:00,[19],cleaning
2023-04-10 14:29:40+09:00,[19],cleaning
2023-04-10 14:29:41+09:00,[19],cleaning
2023-04-10 14:29:42+09:00,"[9, 19]",cleaning
2023-04-10 14:29:44+09:00,"[19, 9]",cleaning
2023-04-10 14:29:45+09:00,[19],cleaning
2023-04-10 14:29:46+09:00,"[9, 19, 4]",cleaning
2023-04-10 14:29:47+09:00,[9],cleaning
2023-04-10 14:29:52+09:00,"[7, 20, 8]",nurse station
2023-04-10 14:29:53+09:00,"[9, 18, 20]",nurse station
2023-04-10 14:29:54+09:00,"[8, 11, 9]",nurse station
2023-04-10 14:29:55+09:00,"[8, 9, 21]",nurse station
2023-04-10 14:29:56+09:00,"[11, 10, 18]",nurse station
2023-04-10 14:29:57+09:00,"[9, 20, 21]",nurse station
2023-04-10 14:29:58+09:00,"[7, 18, 9]",nurse station
2023-04-10 14:29:59+09:00,"[7, 8, 9]",nurse station
2023-04-10 14:30:00+09:00,"[7, 8, 9]",nurse station
2023-04-10 14:30:27+09:00,"[20, 11, 8]",520
2023-04-10 14:30:28+09:00,"[20, 11, 8]",520
2023-04-10 14:30:29+09:00,"[10, 21, 8]",520
2023-04-10 14:30:30+09:00,"[20, 8, 10]",520
2023-04-10 14:30:31+09:00,[8],520
2023-04-10 14:30:47+09:00,[8],520
2023-04-10 14:30:48+09:00,"[8, 10, 20]",520
2023-04-10 14:30:49+09:00,"[10, 20, 8]",520
2023-04-10 14:30:50+09:00,"[8, 21]",520
2023-04-10 14:30:51+09:00,"[10, 8]",520
2023-04-10 14:30:52+09:00,[8],520
2023-04-10 14:31:11+09:00,[8],520
2023-04-10 14:31:12+09:00,[8],520
2023-04-10 14:31:21+09:00,[20],520
2023-04-10 14:31:27+09:00,[8],520
2023-04-10 14:31:28+09:00,[8],520
2023-04-10 14:31:30+09:00,[8],520
2023-04-10 14:31:36+09:00,[8],520
2023-04-10 14:31:59+09:00,"[20, 18]",520
2023-04-10 14:32:02+09:00,"[20, 8]",520
2023-04-10 14:32:04+09:00,"[8, 21]",520
2023-04-10 14:32:07+09:00,"[8, 18, 20]",520
2023-04-10 14:32:08+09:00,"[8, 20]",520
2023-04-10 14:32:09+09:00,[11],520
2023-04-10 14:32:10+09:00,[10],520
2023-04-10 14:32:11+09:00,"[8, 10]",520
2023-04-10 14:32:13+09:00,[18],520
2023-04-10 14:32:15+09:00,"[7, 20]",520
2023-04-10 14:32:16+09:00,"[11, 20, 18]",520
2023-04-10 14:32:17+09:00,"[9, 8]",520
2023-04-10 14:32:18+09:00,"[22, 11, 20]",520
2023-04-10 14:32:19+09:00,[20],520
2023-04-10 14:32:20+09:00,"[21, 18, 8]",520
2023-04-10 14:32:21+09:00,"[7, 20, 18]",520
2023-04-10 14:32:22+09:00,"[7, 8]",520
2023-04-10 14:32:26+09:00,[18],hallway
2023-04-10 14:32:28+09:00,[9],hallway
2023-04-10 14:32:36+09:00,[4],cafeteria
2023-04-10 14:32:37+09:00,[4],cafeteria
2023-04-10 14:32:39+09:00,[4],cafeteria
2023-04-10 14:32:41+09:00,[4],cafeteria
2023-04-10 14:32:43+09:00,"[6, 4]",cafeteria
2023-04-10 14:32:44+09:00,"[19, 7, 6]",cafeteria
2023-04-10 14:32:45+09:00,"[9, 19]",cafeteria
2023-04-10 14:32:46+09:00,"[19, 5, 6]",cafeteria
2023-04-10 14:32:52+09:00,[19],cleaning
2023-04-10 14:32:53+09:00,[19],cleaning
2023-04-10 14:33:31+09:00,"[19, 4]",cleaning
2023-04-10 14:33:32+09:00,[19],cleaning
2023-04-10 14:33:34+09:00,[19],cleaning
2023-04-10 14:33:36+09:00,"[19, 4]",cleaning
2023-04-10 14:33:38+09:00,"[9, 4]",cleaning
2023-04-10 14:33:39+09:00,[9],cleaning
2023-04-10 14:33:43+09:00,"[7, 20]",nurse station
2023-04-10 14:33:44+09:00,[20],nurse station
2023-04-10 14:33:45+09:00,[11],nurse station
2023-04-10 14:33:46+09:00,"[20, 8, 11]",nurse station
2023-04-10 14:33:47+09:00,[7],nurse station
2023-04-10 14:33:48+09:00,"[8, 18, 11]",nurse station
2023-04-10 14:33:49+09:00,[9],nurse station
2023-04-10 14:33:50+09:00,"[11, 7]",nurse station
2023-04-10 14:33:51+09:00,"[9, 18, 11]",nurse station
2023-04-10 14:33:52+09:00,"[9, 18, 11]",nurse station
2023-04-10 14:33:53+09:00,"[7, 8]",nurse station
2023-04-10 14:33:54+09:00,"[10, 7]",nurse station
2023-04-10 14:33:55+09:00,"[9, 18]",nurse station
2023-04-10 14:33:57+09:00,"[9, 4]",nurse station
2023-04-10 14:33:58+09:00,"[4, 9]",nurse station
2023-04-10 14:34:01+09:00,[4],cafeteria
2023-04-10 14:34:03+09:00,[4],cafeteria
2023-04-10 14:34:05+09:00,"[9, 4]",cafeteria
2023-04-10 14:34:06+09:00,[7],cafeteria
2023-04-10 14:34:07+09:00,[4],cafeteria
2023-04-10 14:34:09+09:00,[4],cafeteria
2023-04-10 14:34:11+09:00,[4],cafeteria
2023-04-10 14:34:12+09:00,[7],cafeteria
2023-04-10 14:34:13+09:00,[9],cafeteria
2023-04-10 14:34:14+09:00,"[4, 7]",cafeteria
2023-04-10 14:34:15+09:00,"[19, 4]",cafeteria
2023-04-10 14:34:16+09:00,"[5, 19, 4]",cafeteria
2023-04-10 14:34:17+09:00,"[4, 19]",cafeteria
2023-04-10 14:34:18+09:00,[4],cafeteria
2023-04-10 14:34:19+09:00,"[4, 19]",cafeteria
2023-04-10 14:34:20+09:00,"[19, 4]",cafeteria
2023-04-10 14:34:21+09:00,"[4, 19]",cafeteria
2023-04-10 14:34:22+09:00,"[4, 9]",cafeteria
2023-04-10 14:34:24+09:00,[4],cafeteria
2023-04-10 14:34:25+09:00,[4],cafeteria
2023-04-10 14:34:26+09:00,[4],cafeteria
2023-04-10 14:34:27+09:00,[4],cafeteria
2023-04-10 14:34:30+09:00,[4],cafeteria
2023-04-10 14:34:31+09:00,[14],cafeteria
2023-04-10 14:34:33+09:00,[4],cafeteria
2023-04-10 14:34:35+09:00,"[14, 4]",kitchen
2023-04-10 14:34:46+09:00,[14],kitchen
2023-04-10 14:34:49+09:00,"[4, 14]",kitchen
2023-04-10 14:34:51+09:00,[4],kitchen
2023-04-10 14:34:53+09:00,[14],kitchen
2023-04-10 14:34:57+09:00,[14],kitchen
2023-04-10 14:34:58+09:00,"[4, 14]",kitchen
2023-04-10 14:34:59+09:00,[14],kitchen
2023-04-10 14:35:00+09:00,[14],kitchen
2023-04-10 14:35:02+09:00,[14],kitchen
2023-04-10 14:35:04+09:00,[4],kitchen
2023-04-10 14:35:10+09:00,[14],kitchen
2023-04-10 14:35:11+09:00,[14],kitchen
2023-04-10 14:35:14+09:00,[14],kitchen
2023-04-10 14:35:15+09:00,[14],kitchen
2023-04-10 14:35:17+09:00,[14],kitchen
2023-04-10 14:35:18+09:00,[4],kitchen
2023-04-10 14:35:21+09:00,[14],kitchen
2023-04-10 14:35:22+09:00,[6],kitchen
2023-04-10 14:35:23+09:00,[14],kitchen
2023-04-10 14:35:25+09:00,[14],kitchen
2023-04-10 14:35:26+09:00,[4],kitchen
2023-04-10 14:35:28+09:00,[14],kitchen
2023-04-10 14:35:31+09:00,[4],kitchen
2023-04-10 14:35:36+09:00,[14],kitchen
2023-04-10 14:35:40+09:00,[4],kitchen
2023-04-10 14:35:41+09:00,[14],kitchen
2023-04-10 14:35:44+09:00,[14],kitchen
2023-04-10 14:35:45+09:00,[14],kitchen
2023-04-10 14:35:48+09:00,[14],kitchen
2023-04-10 14:35:49+09:00,[14],kitchen
2023-04-10 14:35:51+09:00,[4],kitchen
2023-04-10 14:35:55+09:00,[4],kitchen
2023-04-10 14:35:56+09:00,[4],kitchen
2023-04-10 14:35:59+09:00,[4],kitchen
2023-04-10 14:36:00+09:00,[14],kitchen
2023-04-10 14:36:01+09:00,[4],kitchen
2023-04-10 14:36:04+09:00,[4],kitchen
2023-04-10 14:36:05+09:00,"[14, 4]",kitchen
2023-04-10 14:36:06+09:00,[4],kitchen
2023-04-10 14:36:08+09:00,[14],kitchen
2023-04-10 14:36:09+09:00,"[4, 14]",kitchen
2023-04-10 14:36:10+09:00,[4],kitchen
2023-04-10 14:36:11+09:00,[4],kitchen
2023-04-10 14:36:12+09:00,"[4, 14]",kitchen
2023-04-10 14:36:13+09:00,[4],kitchen
2023-04-10 14:36:16+09:00,[14],kitchen
2023-04-10 14:36:18+09:00,"[6, 4]",kitchen
2023-04-10 14:36:19+09:00,"[14, 4]",kitchen
2023-04-10 14:36:20+09:00,[14],kitchen
2023-04-10 14:36:22+09:00,[4],kitchen
2023-04-10 14:36:24+09:00,[14],kitchen
2023-04-10 14:36:25+09:00,[14],kitchen
2023-04-10 14:36:28+09:00,[14],kitchen
2023-04-10 14:36:38+09:00,[14],kitchen
2023-04-10 14:36:43+09:00,[14],kitchen
2023-04-10 14:36:44+09:00,[14],kitchen
2023-04-10 14:36:48+09:00,[4],kitchen
2023-04-10 14:36:49+09:00,[14],kitchen
2023-04-10 14:36:51+09:00,[14],kitchen
2023-04-10 14:36:52+09:00,"[14, 4]",kitchen
2023-04-10 14:36:53+09:00,[4],kitchen
2023-04-10 14:36:54+09:00,[14],kitchen
2023-04-10 14:36:55+09:00,[14],kitchen
2023-04-10 14:36:57+09:00,[14],kitchen
2023-04-10 14:37:00+09:00,[14],kitchen
2023-04-10 14:37:02+09:00,[4],kitchen
2023-04-10 14:37:03+09:00,[14],kitchen
2023-04-10 14:37:05+09:00,[14],kitchen
2023-04-10 14:37:08+09:00,[14],kitchen
2023-04-10 14:37:09+09:00,[4],kitchen
