,Unnamed: 0,activity,started_at,finished_at,deleted_at,updated_at,user_id,user,room,floor
195,195,Location,2023-04-10 14:38:37+09:00,2023-04-10 14:41:04+09:00,,2023-04-10 05:42:02 UTC,97,5th-location,kitchen,5th
196,196,Location,2023-04-10 14:41:10+09:00,2023-04-10 14:42:49+09:00,,2023-04-10 05:43:02 UTC,97,5th-location,nurse station,5th
197,197,Location,2023-04-10 14:42:00+09:00,2023-04-10 14:44:00+09:00,,2023-04-10 05:46:02 UTC,97,5th-location,511,5th
198,198,Location,2023-04-10 14:42:53+09:00,2023-04-10 14:42:54+09:00,,2023-04-10 05:44:02 UTC,97,5th-location,hallway,"2nd,5th"
199,199,Location,2023-04-10 14:44:42+09:00,2023-04-10 14:44:57+09:00,,2023-04-10 05:46:02 UTC,97,5th-location,hallway,"2nd,5th"
200,200,Location,2023-04-10 14:44:56+09:00,2023-04-10 14:46:16+09:00,,2023-04-10 05:47:01 UTC,97,5th-location,nurse station,5th
201,201,Location,2023-04-10 14:46:21+09:00,2023-04-10 14:47:36+09:00,,2023-04-10 05:48:01 UTC,97,5th-location,kitchen,5th
202,202,Location,2023-04-10 14:47:42+09:00,2023-04-10 14:49:00+09:00,,2023-04-10 05:50:03 UTC,97,5th-location,nurse station,5th
203,203,Location,2023-04-10 14:49:00+09:00,2023-04-10 14:49:09+09:00,,2023-04-10 05:50:03 UTC,97,5th-location,cafeteria,5th
204,204,Location,2023-04-10 14:49:10+09:00,2023-04-10 14:51:01+09:00,,2023-04-10 05:52:02 UTC,97,5th-location,nurse station,5th
205,205,Location,2023-04-10 14:51:06+09:00,2023-04-10 14:51:51+09:00,,2023-04-10 05:52:02 UTC,97,5th-location,kitchen,5th
206,206,Location,2023-04-10 14:51:52+09:00,2023-04-10 14:52:02+09:00,,2023-04-10 05:53:02 UTC,97,5th-location,cafeteria,5th
207,207,Location,2023-04-10 14:52:03+09:00,2023-04-10 15:02:08+09:00,,2023-04-10 06:03:02 UTC,97,5th-location,nurse station,5th
208,208,Location,2023-04-10 15:02:12+09:00,2023-04-10 15:02:31+09:00,,2023-04-10 06:03:03 UTC,97,5th-location,hallway,"2nd,5th"
209,209,Location,2023-04-10 15:02:34+09:00,2023-04-10 15:22:09+09:00,,2023-04-10 06:23:01 UTC,97,5th-location,523,5th
210,210,Location,2023-04-10 15:22:13+09:00,2023-04-10 15:22:29+09:00,,2023-04-10 06:23:01 UTC,97,5th-location,hallway,"2nd,5th"
211,211,Location,2023-04-10 15:22:33+09:00,2023-04-10 15:22:40+09:00,,2023-04-10 06:23:02 UTC,97,5th-location,cleaning,5th
212,212,Location,2023-04-10 15:22:42+09:00,2023-04-10 15:22:44+09:00,,2023-04-10 06:23:02 UTC,97,5th-location,hallway,"2nd,5th"
213,213,Location,2023-04-10 15:22:47+09:00,2023-04-10 15:23:08+09:00,,2023-04-10 06:24:02 UTC,97,5th-location,cafeteria,5th
214,214,Location,2023-04-10 15:23:11+09:00,2023-04-10 15:23:20+09:00,,2023-04-10 06:24:02 UTC,97,5th-location,hallway,"2nd,5th"
215,215,Location,2023-04-10 15:23:18+09:00,2023-04-10 15:30:08+09:00,,2023-04-10 06:31:02 UTC,97,5th-location,nurse station,5th
216,216,Location,2023-04-10 15:30:12+09:00,2023-04-10 15:30:22+09:00,,2023-04-10 06:31:02 UTC,97,5th-location,cafeteria,5th
217,217,Location,2023-04-10 15:30:25+09:00,2023-04-10 15:30:37+09:00,,2023-04-10 06:31:02 UTC,97,5th-location,nurse station,5th
218,218,Location,2023-04-10 15:30:40+09:00,2023-04-10 15:30:51+09:00,,2023-04-10 06:31:03 UTC,97,5th-location,cafeteria,5th
219,219,Location,2023-04-10 15:30:54+09:00,2023-04-10 15:31:29+09:00,,2023-04-10 06:32:02 UTC,97,5th-location,nurse station,5th
220,220,Location,2023-04-10 15:31:31+09:00,2023-04-10 15:31:41+09:00,,2023-04-10 06:32:02 UTC,97,5th-location,hallway,"2nd,5th"
221,221,Location,2023-04-10 15:31:47+09:00,2023-04-10 15:35:08+09:00,,2023-04-10 06:36:01 UTC,97,5th-location,523,5th
222,222,Location,2023-04-10 15:35:12+09:00,2023-04-10 15:35:29+09:00,,2023-04-10 06:36:02 UTC,97,5th-location,hallway,"2nd,5th"
223,223,Location,2023-04-10 15:35:30+09:00,2023-04-10 15:44:47+09:00,,2023-04-10 06:45:01 UTC,97,5th-location,523,5th
224,224,Location,2023-04-10 15:44:50+09:00,2023-04-10 15:45:03+09:00,,2023-04-10 06:46:02 UTC,97,5th-location,hallway,"2nd,5th"
225,225,Location,2023-04-10 15:45:09+09:00,2023-04-10 15:45:38+09:00,,2023-04-10 06:46:02 UTC,97,5th-location,kitchen,5th
226,226,Location,2023-04-10 15:45:47+09:00,2023-04-10 15:46:06+09:00,,2023-04-10 06:47:02 UTC,97,5th-location,cafeteria,5th
227,227,Location,2023-04-10 15:45:52+09:00,2023-04-10 15:48:18+09:00,,2023-04-10 06:49:02 UTC,97,5th-location,nurse station,5th
228,228,Location,2023-04-10 15:48:21+09:00,2023-04-10 15:49:28+09:00,,2023-04-10 06:50:02 UTC,97,5th-location,cafeteria,5th
229,229,Location,2023-04-10 15:49:32+09:00,2023-04-10 16:00:54+09:00,,2023-04-10 07:02:01 UTC,97,5th-location,nurse station,5th
232,232,朝食,2023-04-10 16:01:15+09:00,2023-04-10 16:01:42+09:00,2023-04-10 07:03:03 UTC,2023-04-10 07:03:03 UTC,97,5th-location,kitchen,5th
233,233,Location,2023-04-10 16:01:28+09:00,2023-04-10 16:01:28+09:00,,2023-04-10 07:02:02 UTC,97,5th-location,kitchen,5th
234,234,Location,2023-04-10 16:01:45+09:00,2023-04-10 16:01:48+09:00,,2023-04-10 07:02:03 UTC,97,5th-location,hallway,"2nd,5th"
235,235,Location,2023-04-10 16:01:53+09:00,2023-04-10 16:03:55+09:00,,2023-04-10 07:05:01 UTC,97,5th-location,cafeteria,5th
236,236,Location,2023-04-10 16:03:59+09:00,2023-04-10 16:05:12+09:00,,2023-04-10 07:06:02 UTC,97,5th-location,nurse station,5th
237,237,Location,2023-04-10 16:05:16+09:00,2023-04-10 16:05:18+09:00,,2023-04-10 07:06:02 UTC,97,5th-location,cafeteria,5th
238,238,Location,2023-04-10 16:05:21+09:00,2023-04-10 16:05:28+09:00,,2023-04-10 07:06:02 UTC,97,5th-location,hallway,"2nd,5th"
239,239,Location,2023-04-10 16:05:30+09:00,2023-04-10 16:05:47+09:00,,2023-04-10 07:06:02 UTC,97,5th-location,516,5th
240,240,Location,2023-04-10 16:05:52+09:00,2023-04-10 16:05:59+09:00,,2023-04-10 07:07:01 UTC,97,5th-location,hallway,"2nd,5th"
241,241,Location,2023-04-10 16:06:04+09:00,2023-04-10 16:07:38+09:00,,2023-04-10 07:08:02 UTC,97,5th-location,cafeteria,5th
242,242,Location,2023-04-10 16:07:43+09:00,2023-04-10 16:11:09+09:00,,2023-04-10 07:12:02 UTC,97,5th-location,nurse station,5th
243,243,Location,2023-04-10 16:11:14+09:00,2023-04-10 16:11:17+09:00,,2023-04-10 07:12:02 UTC,97,5th-location,hallway,"2nd,5th"
244,244,Location,2023-04-10 16:11:21+09:00,2023-04-10 16:11:47+09:00,2023-04-10 07:12:03 UTC,2023-04-10 07:12:03 UTC,97,5th-location,cafeteria,5th
245,245,Location,2023-04-10 16:11:21+09:00,2023-04-10 16:11:47+09:00,2023-04-10 07:12:03 UTC,2023-04-10 07:12:03 UTC,97,5th-location,508,5th
246,246,Location,2023-04-10 16:11:36+09:00,2023-04-10 16:14:13+09:00,,2023-04-10 07:15:02 UTC,97,5th-location,508,5th
247,247,Location,2023-04-10 16:14:00+09:00,2023-04-10 16:14:00+09:00,,2023-04-10 07:18:02 UTC,97,5th-location,hallway,"2nd,5th"
248,248,Location,2023-04-10 16:14:17+09:00,2023-04-10 16:14:29+09:00,,2023-04-10 07:15:02 UTC,97,5th-location,hallway,"2nd,5th"
249,249,Location,2023-04-10 16:14:36+09:00,2023-04-10 16:14:43+09:00,,2023-04-10 07:15:03 UTC,97,5th-location,cafeteria,5th
250,250,Location,2023-04-10 16:14:46+09:00,2023-04-10 16:18:11+09:00,,2023-04-10 07:19:01 UTC,97,5th-location,kitchen,5th
251,251,Location,2023-04-10 16:16:24+09:00,2023-04-10 16:25:41+09:00,,2023-04-10 07:26:02 UTC,91,2nd-location,Office Large,2nd
252,252,Location,2023-04-10 16:18:15+09:00,2023-04-10 16:18:26+09:00,,2023-04-10 07:19:02 UTC,97,5th-location,cafeteria,5th
253,253,Location,2023-04-10 16:18:29+09:00,2023-04-10 16:18:30+09:00,,2023-04-10 07:19:02 UTC,97,5th-location,nurse station,5th
254,254,Location,2023-04-10 16:18:38+09:00,2023-04-10 16:19:50+09:00,,2023-04-10 07:20:01 UTC,97,5th-location,cafeteria,5th
255,255,Location,2023-04-10 16:19:54+09:00,2023-04-10 16:20:28+09:00,,2023-04-10 07:21:02 UTC,97,5th-location,nurse station,5th
256,256,Location,2023-04-10 16:20:30+09:00,2023-04-10 16:20:45+09:00,,2023-04-10 07:21:02 UTC,97,5th-location,cafeteria,5th
257,257,Location,2023-04-10 16:20:47+09:00,2023-04-10 16:20:49+09:00,,2023-04-10 07:21:02 UTC,97,5th-location,kitchen,5th
258,258,Location,2023-04-10 16:20:52+09:00,2023-04-10 16:21:09+09:00,,2023-04-10 07:22:01 UTC,97,5th-location,cafeteria,5th
259,259,Location,2023-04-10 16:21:11+09:00,2023-04-10 16:21:13+09:00,,2023-04-10 07:22:02 UTC,97,5th-location,kitchen,5th
260,260,Location,2023-04-10 16:21:16+09:00,2023-04-10 16:21:19+09:00,,2023-04-10 07:22:02 UTC,97,5th-location,cafeteria,5th
261,261,Location,2023-04-10 16:21:22+09:00,2023-04-10 16:38:15+09:00,,2023-04-10 07:39:01 UTC,97,5th-location,nurse station,5th
262,262,Location,2023-04-10 16:25:48+09:00,2023-04-10 16:25:51+09:00,,2023-04-10 07:26:02 UTC,91,2nd-location,hallway,"2nd,5th"
263,263,Location,2023-04-10 16:25:56+09:00,2023-04-10 16:25:58+09:00,2023-04-10 07:27:02 UTC,2023-04-10 07:27:02 UTC,91,2nd-location,Office Large,2nd
264,264,Location,2023-04-10 16:25:56+09:00,2023-04-10 16:25:58+09:00,2023-04-10 07:27:02 UTC,2023-04-10 07:27:02 UTC,91,2nd-location,Office Small,2nd
265,265,Location,2023-04-10 16:26:02+09:00,2023-04-10 16:26:43+09:00,,2023-04-10 07:27:02 UTC,91,2nd-location,Office Small,2nd
266,266,Location,2023-04-10 16:26:42+09:00,2023-04-10 16:47:39+09:00,,2023-04-10 07:48:01 UTC,91,2nd-location,Office Large,2nd
267,267,Location,2023-04-10 16:38:20+09:00,2023-04-10 16:39:08+09:00,,2023-04-10 07:40:01 UTC,97,5th-location,cafeteria,5th
268,268,Location,2023-04-10 16:39:13+09:00,2023-04-10 16:39:24+09:00,,2023-04-10 07:40:02 UTC,97,5th-location,kitchen,5th
269,269,Location,2023-04-10 16:39:28+09:00,2023-04-10 16:39:51+09:00,,2023-04-10 07:40:02 UTC,97,5th-location,cafeteria,5th
270,270,Location,2023-04-10 16:39:55+09:00,2023-04-10 16:40:58+09:00,,2023-04-10 07:42:01 UTC,97,5th-location,kitchen,5th
271,271,Location,2023-04-10 16:41:00+09:00,2023-04-10 16:42:06+09:00,,2023-04-10 07:43:01 UTC,97,5th-location,cafeteria,5th
272,272,Location,2023-04-10 16:42:12+09:00,2023-04-10 16:42:17+09:00,,2023-04-10 07:43:02 UTC,97,5th-location,kitchen,5th
273,273,Location,2023-04-10 16:42:19+09:00,2023-04-10 16:43:23+09:00,,2023-04-10 07:44:02 UTC,97,5th-location,cafeteria,5th
274,274,Location,2023-04-10 16:43:26+09:00,2023-04-10 16:48:21+09:00,,2023-04-10 07:49:02 UTC,97,5th-location,kitchen,5th
275,275,Location,2023-04-10 16:47:52+09:00,2023-04-10 16:47:53+09:00,,2023-04-10 07:49:02 UTC,91,2nd-location,hallway,"2nd,5th"
276,276,Location,2023-04-10 16:48:26+09:00,2023-04-10 16:49:04+09:00,,2023-04-10 07:50:02 UTC,97,5th-location,cafeteria,5th
277,277,Location,2023-04-10 16:49:06+09:00,2023-04-10 16:49:17+09:00,,2023-04-10 07:50:02 UTC,97,5th-location,hallway,"2nd,5th"
278,278,Location,2023-04-10 16:49:21+09:00,2023-04-10 16:50:13+09:00,,2023-04-10 07:51:02 UTC,97,5th-location,523,5th
279,279,Location,2023-04-10 16:50:15+09:00,2023-04-10 16:56:22+09:00,,2023-04-10 07:57:01 UTC,97,5th-location,hallway,"2nd,5th"
280,280,Location,2023-04-10 16:56:25+09:00,2023-04-10 16:58:34+09:00,,2023-04-10 07:59:01 UTC,97,5th-location,nurse station,5th
281,281,Location,2023-04-10 16:58:00+09:00,2023-04-10 17:13:15+09:00,,2023-04-10 08:14:02 UTC,91,2nd-location,Office Large,2nd
282,282,Location,2023-04-10 16:58:38+09:00,2023-04-10 16:58:48+09:00,,2023-04-10 07:59:02 UTC,97,5th-location,cafeteria,5th
283,283,Location,2023-04-10 16:58:51+09:00,2023-04-10 16:59:25+09:00,,2023-04-10 08:00:03 UTC,97,5th-location,kitchen,5th
284,284,Location,2023-04-10 16:59:30+09:00,2023-04-10 17:05:23+09:00,,2023-04-10 08:06:02 UTC,97,5th-location,cafeteria,5th
285,285,Location,2023-04-10 17:05:26+09:00,2023-04-10 17:05:46+09:00,,2023-04-10 08:06:02 UTC,97,5th-location,nurse station,5th
286,286,Location,2023-04-10 17:05:51+09:00,2023-04-10 17:06:04+09:00,,2023-04-10 08:07:01 UTC,97,5th-location,cafeteria,5th
287,287,Location,2023-04-10 17:06:15+09:00,2023-04-10 17:09:26+09:00,,2023-04-10 08:10:02 UTC,97,5th-location,hallway,"2nd,5th"
288,288,Location,2023-04-10 17:09:29+09:00,2023-04-10 17:10:42+09:00,,2023-04-10 08:11:01 UTC,97,5th-location,nurse station,5th
289,289,Location,2023-04-10 17:10:47+09:00,2023-04-10 17:12:16+09:00,,2023-04-10 08:13:01 UTC,97,5th-location,kitchen,5th
290,290,Location,2023-04-10 17:12:19+09:00,2023-04-10 17:27:29+09:00,,2023-04-10 08:28:02 UTC,97,5th-location,cafeteria,5th
291,291,Location,2023-04-10 17:13:23+09:00,2023-04-10 17:14:36+09:00,,2023-04-10 08:15:03 UTC,91,2nd-location,Office Small,2nd
292,292,Location,2023-04-10 17:14:40+09:00,2023-04-10 17:20:11+09:00,,2023-04-10 08:21:02 UTC,91,2nd-location,Office Large,2nd
293,293,Location,2023-04-10 17:20:27+09:00,2023-04-10 17:21:51+09:00,,2023-04-10 08:22:01 UTC,91,2nd-location,Office Small,2nd
294,294,Location,2023-04-10 17:21:59+09:00,2023-04-10 17:26:17+09:00,,2023-04-10 08:27:01 UTC,91,2nd-location,Office Large,2nd
295,295,Location,2023-04-10 17:26:23+09:00,2023-04-10 17:26:25+09:00,,2023-04-10 08:27:02 UTC,91,2nd-location,Office Small,2nd
296,296,Location,2023-04-10 17:26:28+09:00,2023-04-10 17:28:25+09:00,,2023-04-10 08:29:01 UTC,91,2nd-location,Office Large,2nd
297,297,Location,2023-04-10 17:27:34+09:00,2023-04-10 17:27:43+09:00,,2023-04-10 08:28:02 UTC,97,5th-location,hallway,"2nd,5th"
298,298,Location,2023-04-10 17:27:45+09:00,2023-04-10 17:30:41+09:00,,2023-04-10 08:31:02 UTC,97,5th-location,523,5th
299,299,Location,2023-04-10 17:28:29+09:00,2023-04-10 17:32:21+09:00,,2023-04-10 08:33:02 UTC,91,2nd-location,Office Small,2nd
300,300,Location,2023-04-10 17:30:46+09:00,2023-04-10 17:30:51+09:00,,2023-04-10 08:31:02 UTC,97,5th-location,hallway,"2nd,5th"
301,301,Location,2023-04-10 17:30:57+09:00,2023-04-10 17:31:03+09:00,,2023-04-10 08:32:02 UTC,97,5th-location,nurse station,5th
302,302,Location,2023-04-11 10:19:00+09:00,2023-04-11 10:24:32+09:00,,2023-04-11 01:25:02 UTC,91,2nd-location,Office Large,2nd
303,303,就寝前食事,2023-04-11 10:23:05+09:00,2023-04-11 10:23:05+09:00,2023-04-11 01:24:02 UTC,2023-04-11 01:24:02 UTC,91,2nd-location,Office Large,2nd
304,304,その他食事,2023-04-11 10:23:06+09:00,2023-04-11 10:23:06+09:00,2023-04-11 01:24:02 UTC,2023-04-11 01:24:02 UTC,91,2nd-location,Office Large,2nd
305,305,Location,2023-04-11 10:23:07+09:00,2023-04-11 10:23:08+09:00,2023-04-11 01:24:02 UTC,2023-04-11 01:24:02 UTC,91,2nd-location,Office Large,2nd
306,306,Location,2023-04-11 10:24:32+09:00,2023-04-11 10:24:34+09:00,,2023-04-11 01:25:02 UTC,91,2nd-location,hallway,"2nd,5th"
307,307,Location,2023-04-11 10:24:51+09:00,2023-04-11 10:29:14+09:00,,2023-04-11 01:30:02 UTC,91,2nd-location,Office Large,2nd
308,308,Location,2023-04-11 10:29:10+09:00,2023-04-11 10:29:20+09:00,,2023-04-11 01:30:02 UTC,91,2nd-location,hallway,"2nd,5th"
309,309,Location,2023-04-11 10:30:18+09:00,2023-04-11 10:30:51+09:00,,2023-04-11 01:31:02 UTC,91,2nd-location,hallway,"2nd,5th"
310,310,Location,2023-04-11 10:30:50+09:00,2023-04-11 10:32:25+09:00,,2023-04-11 01:33:02 UTC,91,2nd-location,202,2nd
311,311,Location,2023-04-11 10:32:34+09:00,2023-04-11 10:33:06+09:00,,2023-04-11 01:34:02 UTC,91,2nd-location,hallway,"2nd,5th"
312,312,Location,2023-04-11 10:33:36+09:00,2023-04-11 10:34:37+09:00,,2023-04-11 01:35:01 UTC,91,2nd-location,hallway,"2nd,5th"
313,313,Location,2023-04-11 10:34:42+09:00,2023-04-11 10:34:51+09:00,,2023-04-11 01:35:02 UTC,91,2nd-location,Nurse Room,2nd
314,314,Location,2023-04-11 10:34:51+09:00,2023-04-11 10:34:59+09:00,,2023-04-11 01:36:02 UTC,91,2nd-location,hallway,"2nd,5th"
315,315,Location,2023-04-11 10:35:02+09:00,2023-04-11 10:35:06+09:00,,2023-04-11 01:36:02 UTC,91,2nd-location,Office Small,2nd
316,316,Location,2023-04-11 10:35:08+09:00,2023-04-11 10:35:14+09:00,,2023-04-11 01:36:03 UTC,91,2nd-location,hallway,"2nd,5th"
317,317,Location,2023-04-11 10:35:22+09:00,2023-04-11 10:36:03+09:00,,2023-04-11 01:37:02 UTC,91,2nd-location,Cafeteria C,2nd
318,318,Location,2023-04-11 10:36:13+09:00,2023-04-11 11:10:28+09:00,,2023-04-11 02:11:01 UTC,91,2nd-location,Office Large,2nd
319,319,Location,2023-04-11 11:10:32+09:00,2023-04-11 11:10:43+09:00,,2023-04-11 02:11:02 UTC,91,2nd-location,hallway,"2nd,5th"
320,320,Location,2023-04-11 11:11:04+09:00,2023-04-11 11:11:12+09:00,2023-04-11 02:12:03 UTC,2023-04-11 02:12:03 UTC,91,2nd-location,213,2nd
321,321,Location,2023-04-11 11:11:04+09:00,2023-04-11 11:11:12+09:00,2023-04-11 02:12:03 UTC,2023-04-11 02:12:03 UTC,91,2nd-location,Office Large,2nd
322,322,Location,2023-04-11 11:11:14+09:00,2023-04-11 11:13:13+09:00,,2023-04-11 02:14:02 UTC,91,2nd-location,213,2nd
323,323,Location,2023-04-11 11:13:41+09:00,2023-04-11 11:13:42+09:00,,2023-04-11 02:14:02 UTC,91,2nd-location,Cafeteria C,2nd
324,324,Location,2023-04-11 11:13:56+09:00,2023-04-11 11:23:08+09:00,,2023-04-11 02:24:02 UTC,91,2nd-location,Office Large,2nd
325,325,Location,2023-04-11 11:23:26+09:00,2023-04-11 11:23:27+09:00,,2023-04-11 02:24:02 UTC,91,2nd-location,Office Small,2nd
326,326,Location,2023-04-11 11:23:36+09:00,2023-04-11 12:05:16+09:00,,2023-04-11 03:06:01 UTC,91,2nd-location,Office Large,2nd
327,327,Location,2023-04-11 12:08:50+09:00,2023-04-11 12:26:36+09:00,,2023-04-11 03:27:01 UTC,91,2nd-location,Office Large,2nd
328,328,Location,2023-04-11 14:03:41+09:00,2023-04-11 14:11:46+09:00,,2023-04-11 05:12:03 UTC,97,5th-location,kitchen,5th
329,329,Location,2023-04-11 14:03:47+09:00,2023-04-11 14:03:54+09:00,,2023-04-11 05:04:03 UTC,91,2nd-location,Office Small,2nd
331,331,Location,2023-04-11 14:03:59+09:00,2023-04-11 14:04:58+09:00,,2023-04-11 05:05:02 UTC,91,2nd-location,Cafeteria A,2nd
332,332,Location,2023-04-11 14:05:05+09:00,2023-04-11 14:06:46+09:00,,2023-04-11 05:07:02 UTC,91,2nd-location,Cafeteria A,2nd
333,333,Location,2023-04-11 14:06:53+09:00,2023-04-11 14:07:02+09:00,,2023-04-11 05:08:02 UTC,91,2nd-location,hallway,"2nd,5th"
334,334,Location,2023-04-11 14:07:08+09:00,2023-04-11 14:07:45+09:00,,2023-04-11 05:08:02 UTC,91,2nd-location,206,2nd
335,335,Location,2023-04-11 14:07:54+09:00,2023-04-11 14:09:36+09:00,,2023-04-11 05:10:02 UTC,91,2nd-location,213,2nd
336,336,Location,2023-04-11 14:09:39+09:00,2023-04-11 14:10:18+09:00,,2023-04-11 05:11:01 UTC,91,2nd-location,212,2nd
337,337,Location,2023-04-11 14:10:25+09:00,2023-04-11 14:11:10+09:00,,2023-04-11 05:12:02 UTC,91,2nd-location,211,2nd
338,338,Location,2023-04-11 14:11:14+09:00,2023-04-11 14:11:19+09:00,,2023-04-11 05:12:03 UTC,91,2nd-location,hallway,"2nd,5th"
339,339,Location,2023-04-11 14:11:20+09:00,2023-04-11 14:12:06+09:00,,2023-04-11 05:13:02 UTC,91,2nd-location,210,2nd
340,340,Location,2023-04-11 14:11:54+09:00,2023-04-11 14:14:45+09:00,,2023-04-11 05:15:03 UTC,97,5th-location,cafeteria,5th
341,341,Location,2023-04-11 14:12:10+09:00,2023-04-11 14:13:03+09:00,,2023-04-11 05:14:01 UTC,91,2nd-location,202,2nd
342,342,Location,2023-04-11 14:13:05+09:00,2023-04-11 14:14:04+09:00,,2023-04-11 05:15:03 UTC,91,2nd-location,208,2nd
343,343,Location,2023-04-11 14:14:09+09:00,2023-04-11 14:15:38+09:00,,2023-04-11 05:16:02 UTC,91,2nd-location,207,2nd
344,344,Location,2023-04-11 14:14:54+09:00,2023-04-11 14:15:00+09:00,,2023-04-11 05:16:02 UTC,97,5th-location,kitchen,5th
345,345,Location,2023-04-11 14:15:05+09:00,2023-04-11 14:15:08+09:00,,2023-04-11 05:16:02 UTC,97,5th-location,cafeteria,5th
346,346,Location,2023-04-11 14:15:12+09:00,2023-04-11 14:15:59+09:00,,2023-04-11 05:17:02 UTC,97,5th-location,nurse station,5th
347,347,Location,2023-04-11 14:15:47+09:00,2023-04-11 14:15:55+09:00,,2023-04-11 05:16:03 UTC,91,2nd-location,Office Small,2nd
348,348,Location,2023-04-11 14:15:58+09:00,2023-04-11 14:16:06+09:00,,2023-04-11 05:17:02 UTC,91,2nd-location,hallway,"2nd,5th"
349,349,Location,2023-04-11 14:16:05+09:00,2023-04-11 14:21:32+09:00,,2023-04-11 05:22:02 UTC,91,2nd-location,Cafeteria D,2nd
350,350,Location,2023-04-11 14:16:38+09:00,2023-04-11 14:18:49+09:00,,2023-04-11 05:19:01 UTC,97,5th-location,511,5th
351,351,Location,2023-04-11 14:19:24+09:00,2023-04-11 14:19:34+09:00,,2023-04-11 05:20:02 UTC,97,5th-location,cleaning,5th
352,352,Location,2023-04-11 14:19:43+09:00,2023-04-11 14:20:09+09:00,,2023-04-11 05:21:01 UTC,97,5th-location,nurse station,5th
353,353,Location,2023-04-11 14:20:11+09:00,2023-04-11 14:26:45+09:00,,2023-04-11 05:27:02 UTC,97,5th-location,512,5th
